GEN,AGS,25.01.2021,26.01.2021,27.01.2021,28.01.2021,29.01.2021,30.01.2021,31.01.2021,01.02.2021,02.02.2021,03.02.2021,04.02.2021,05.02.2021,06.02.2021,07.02.2021,08.02.2021,09.02.2021,10.02.2021,11.02.2021,12.02.2021,13.02.2021,14.02.2021,15.02.2021,16.02.2021,17.02.2021,18.02.2021,19.02.2021,20.02.2021,21.02.2021,22.02.2021,23.02.2021,24.02.2021,25.02.2021,26.02.2021,27.02.2021,28.02.2021,01.03.2021,02.03.2021,03.03.2021,04.03.2021,05.03.2021,06.03.2021,07.03.2021,08.03.2021,09.03.2021,10.03.2021,11.03.2021,12.03.2021,13.03.2021,14.03.2021,15.03.2021,16.03.2021,17.03.2021,18.03.2021,19.03.2021,20.03.2021,21.03.2021,22.03.2021,23.03.2021,24.03.2021,25.03.2021,26.03.2021,27.03.2021,28.03.2021,29.03.2021,30.03.2021,31.03.2021,01.04.2021,02.04.2021,03.04.2021,04.04.2021,05.04.2021,06.04.2021,07.04.2021,08.04.2021,09.04.2021,10.04.2021,11.04.2021,12.04.2021,13.04.2021,14.04.2021,15.04.2021,16.04.2021,17.04.2021,18.04.2021,19.04.2021,20.04.2021,21.04.2021,22.04.2021,23.04.2021,24.04.2021,25.04.2021,26.04.2021,27.04.2021,28.04.2021,29.04.2021,30.04.2021,01.05.2021,02.05.2021,03.05.2021,04.05.2021,05.05.2021,06.05.2021,07.05.2021,08.05.2021,09.05.2021,10.05.2021,11.05.2021,12.05.2021,13.05.2021,14.05.2021,15.05.2021,16.05.2021,17.05.2021,18.05.2021,19.05.2021,20.05.2021,21.05.2021,22.05.2021,23.05.2021,24.05.2021,25.05.2021,26.05.2021,27.05.2021,28.05.2021,29.05.2021,30.05.2021,31.05.2021,01.06.2021,02.06.2021,03.06.2021,04.06.2021,05.06.2021,06.06.2021,07.06.2021,08.06.2021,09.06.2021,10.06.2021,11.06.2021,12.06.2021,13.06.2021,14.06.2021,15.06.2021,16.06.2021,17.06.2021,18.06.2021,19.06.2021,20.06.2021,21.06.2021,22.06.2021,23.06.2021,24.06.2021,25.06.2021,26.06.2021,27.06.2021,28.06.2021,29.06.2021,30.06.2021,01.07.2021,02.07.2021,03.07.2021,04.07.2021,05.07.2021,06.07.2021,07.07.2021,08.07.2021,09.07.2021,10.07.2021,11.07.2021,12.07.2021,13.07.2021,14.07.2021,15.07.2021,16.07.2021,17.07.2021,18.07.2021,19.07.2021,20.07.2021,21.07.2021,22.07.2021,23.07.2021,24.07.2021,25.07.2021,26.07.2021,27.07.2021,28.07.2021,29.07.2021,30.07.2021,31.07.2021,01.08.2021,02.08.2021,03.08.2021,04.08.2021,05.08.2021,06.08.2021,07.08.2021,08.08.2021,09.08.2021,10.08.2021,11.08.2021,12.08.2021,13.08.2021,14.08.2021,15.08.2021,16.08.2021,17.08.2021,18.08.2021,19.08.2021,20.08.2021,21.08.2021,22.08.2021,23.08.2021,24.08.2021,25.08.2021,26.08.2021,27.08.2021,28.08.2021,29.08.2021,30.08.2021,31.08.2021,01.09.2021,02.09.2021,03.09.2021,04.09.2021,05.09.2021,06.09.2021,07.09.2021,08.09.2021,09.09.2021,10.09.2021,11.09.2021,12.09.2021,13.09.2021,14.09.2021,15.09.2021,16.09.2021,17.09.2021,18.09.2021,19.09.2021,20.09.2021,21.09.2021,22.09.2021,23.09.2021,24.09.2021,25.09.2021,26.09.2021,27.09.2021,28.09.2021,29.09.2021,30.09.2021,01.10.2021,02.10.2021,03.10.2021,04.10.2021,05.10.2021,06.10.2021,07.10.2021,08.10.2021,09.10.2021,10.10.2021,11.10.2021,12.10.2021,13.10.2021,14.10.2021,15.10.2021,16.10.2021,17.10.2021,18.10.2021,19.10.2021,20.10.2021,21.10.2021,22.10.2021,23.10.2021,24.10.2021,25.10.2021,26.10.2021,27.10.2021,28.10.2021,29.10.2021,30.10.2021,31.10.2021,01.11.2021,02.11.2021,03.11.2021,04.11.2021,05.11.2021,06.11.2021,07.11.2021,current,current_time
Kulmbach,9477,,,,,,,,,,,,,,,,,,,,,,,,5644.0,5644.0,5644.0,5644.0,5644.0,5644.0,5644.0,5644.0,5644.0,5644.0,5644.0,5644.0,5644.0,5644.0,5644.0,5644.0,5644.0,5644.0,5644.0,5644.0,5644.0,5644.0,5644.0,5644.0,5644.0,5644.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,8319.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280.0,91280,91280,05/11/2021 00:00
Lichtenfels,9478,2927.0,,,,3549.0,3549.0,3549.0,3549.0,4351.0,4473.0,4725.0,4725.0,4725.0,4725.0,5212.0,5212.0,5638.0,5638.0,5638.0,5638.0,5638.0,6078.0,6244.0,6368.0,6476.0,6476.0,6476.0,6476.0,6476.0,6984.0,6984.0,14660.0,14660.0,14976.0,14976.0,14976.0,14976.0,16910.0,16910.0,16910.0,16910.0,16910.0,16910.0,9370.0,9370.0,9967.0,10301.0,10301.0,10301.0,11289.0,11289.0,11786.0,11943.0,12075.0,12075.0,12461.0,12461.0,12918.0,12918.0,13307.0,13307.0,13307.0,13774.0,13980.0,13980.0,14486.0,14486.0,14486.0,14486.0,14486.0,15886.0,16223.0,16223.0,16223.0,17499.0,17499.0,17499.0,18647.0,18647.0,20658.0,20658.0,22095.0,22095.0,22095.0,23060.0,23644.0,24917.0,24917.0,26396.0,26396.0,26396.0,26396.0,26396.0,28605.0,30017.0,30017.0,30017.0,30017.0,30900.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,32072.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,46200.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543.0,90543,90543,05/11/2021 00:00
Wunsiedel i. Fichtelgebirge,9479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11503.0,11503.0,11503.0,12078.0,12078.0,12078.0,12632.0,12829.0,12829.0,13473.0,13689.0,13689.0,13887.0,14339.0,14339.0,15362.0,15362.0,15362.0,17407.0,17908.0,18541.0,18541.0,19683.0,19683.0,19683.0,19683.0,19683.0,23732.0,23732.0,23732.0,23732.0,23945.0,26982.0,27417.0,28168.0,29209.0,29209.0,29209.0,29818.0,29818.0,29818.0,30967.0,30967.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,32335.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349.0,51349,51349,07/11/2021 00:00
Ansbach,9561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/11/2021 00:00
Erlangen,9562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/11/2021 00:00
Fürth,9563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/11/2021 00:00
Nürnberg,9564,,,,,,,,,,,,,,,,,22098.0,22860.0,23773.0,23773.0,23773.0,23773.0,27795.0,28895.0,29771.0,29771.0,29771.0,29771.0,29771.0,34135.0,34962.0,36367.0,36367.0,36367.0,36367.0,40370.0,41531.0,41531.0,44356.0,45892.0,45892.0,45892.0,50694.0,52063.0,53610.0,55474.0,55474.0,57172.0,57172.0,61943.0,63795.0,63795.0,65275.0,87297.0,87297.0,65959.0,69909.0,94262.0,94262.0,94262.0,94262.0,100879.0,100879.0,107257.0,108859.0,85986.0,85986.0,88681.0,88681.0,88681.0,92074.0,92074.0,92074.0,95225.0,95225.0,97486.0,97486.0,103460.0,103460.0,117066.0,121527.0,125516.0,125516.0,125516.0,131677.0,133848.0,137582.0,137582.0,144874.0,144874.0,144874.0,144874.0,144874.0,157754.0,157754.0,157754.0,157754.0,157754.0,157754.0,157754.0,157754.0,157754.0,157754.0,157754.0,157754.0,157754.0,157754.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121.0,220121,220121,06/11/2021 00:00
Schwabach,9565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199.0,6199,6199,06/11/2021 00:00
Ansbach,9571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/11/2021 00:00
Erlangen-Höchstadt,9572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/11/2021 00:00
Fürth,9573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/11/2021 00:00
Nürnberger Land,9574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11202.0,11202.0,11202.0,11202.0,8037.0,8044.0,12640.0,12640.0,12640.0,12640.0,12640.0,15806.0,16361.0,16361.0,17180.0,17180.0,17180.0,17180.0,19191.0,19191.0,19191.0,20070.0,20070.0,20070.0,20070.0,20070.0,22181.0,22602.0,23037.0,23037.0,23037.0,23037.0,24910.0,24910.0,26196.0,26418.0,26418.0,26418.0,26418.0,26418.0,29115.0,29115.0,29115.0,30908.0,30908.0,30908.0,30908.0,33472.0,33472.0,33472.0,39965.0,39965.0,39965.0,39965.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,42912.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682.0,139682,139682,06/11/2021 00:00
Neustadt a.d. Aisch-Bad Windsheim,9575,,,,,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,2905.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,5008.0,7419.0,8752.0,8752.0,8752.0,8752.0,8752.0,8752.0,8752.0,8752.0,8752.0,8752.0,10583.0,10583.0,10583.0,10583.0,10583.0,10583.0,10583.0,10583.0,10583.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,12600.0,23180.0,23180.0,23180.0,23180.0,25651.0,25651.0,25651.0,25651.0,25651.0,25651.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769.0,33769,33769,06/11/2021 00:00
